Gene_name	HI_score
IFT88	0.359
LRRC47	0.16
LRRC46	0.06
LRRC49	0.154
C6orf142	0.684
RBMY1F	0.111
GPATCH4	0.051
B3GNT4	0.119
B3GNT5	0.089
B3GNT7	0.343
FNDC8	0.141
B3GNT3	0.089
FNDC4	0.261
FNDC5	0.655
FNDC7	0.298
B3GNT8	0.101
FNDC1	0.117
MAGEA9	0.062
GPATCH3	0.047
CSRP2	0.354
PWWP2B	0.222
PWWP2A	0.134
BIK	0.068
CTSW	0.083
TEX28	0.075
PCYT1A	0.706
TBCCD1	0.149
DAAM1	0.707
DAAM2	0.165
CDCA5	0.622
HLA-DRB5	0.04
CCDC150	0.155
CCDC151	0.083
GUK1	0.654
YIF1A	0.169
TUFT1	0.417
SYT8	0.134
MUTYH	0.122
LRRC4C	0.786
LRRC4B	0.168
MTCH2	0.337
FN1	0.944
ACR	0.154
SYT1	0.378
SYT2	0.222
OR6T1	0.054
SYT4	0.247
SYT5	0.136
SYT6	0.823
SYK	0.843
RHO	0.449
OBFC2B	0.249
ATP5O	0.069
OBFC2A	0.168
RHD	0.315
MEP1B	0.135
TASP1	0.171
FUBP3	0.278
FUBP1	0.529
NCSTN	0.549
SCHIP1	0.24
SPZ1	0.036
BCORL1	0.165
MARCO	0.057
SAP30	0.199
NBL1	0.308
TCP11L2	0.133
CLEC5A	0.088
GNAI3	0.564
CNTROB	0.08
PALMD	0.732
SYP	0.346
ANGPT2	0.372
ANGPT1	0.217
ANGPT4	0.074
N4BP2L1	0.069
OXT	0.075
DUPD1	0.109
C1orf53	0.061
C1orf52	0.119
OR5T3	0.083
C1orf50	0.037
C1orf57	0.085
C1orf56	0.066
C1orf55	0.093
C1orf54	0.053
C1orf59	0.087
C1orf58	0.173
ICMT	0.547
POSTN	0.917
EME1	0.073
FCF1	0.165
GPR143	0.089
ATP6V0A4	0.219
ATP6V0A1	0.418
ATP6V0A2	0.226
GPR98	0.066
GPR97	0.061
GUCA1A	0.285
GUCA1C	0.043
GUCA1B	0.078
KRT75	0.081
KRT74	0.129
KRT77	0.101
KRT76	0.132
KRT71	0.158
KRT73	0.075
KRT72	0.218
TBC1D4	0.194
ATM	0.154
KRT79	0.079
KRT78	0.034
MRPS30	0.277
SMPD4	0.152
ATR	0.761
HAAO	0.206
ACOXL	0.066
SMPD2	0.064
BRIP1	0.195
PDE11A	0.189
ITGBL1	0.147
ZNF571	0.229
ATP5A1	0.235
HFE2	0.759
SASH3	0.301
TTC28	0.37
TTC29	0.05
TTC24	0.112
TTC25	0.062
TTC26	0.122
TTC27	0.062
TTC22	0.17
PATL1	0.642
ETFA	0.146
UBE3C	0.067
APOL5	0.053
PODXL2	0.085
HRASLS2	0.011
IL6R	0.099
ENO1	0.363
NPY2R	0.263
ENO3	0.89
ARD1A	0.583
SYCP2	0.107
NPAT	0.906
TAOK2	0.599
SYCP1	0.073
CNOT6L	0.414
TPTE2	0.074
FAM18B	0.268
SLC22A18	0.096
LLGL1	0.156
ACOX2	0.091
ACOX3	0.09
SLC22A14	0.03
SLC22A15	0.132
SLC22A12	0.11
SLC22A13	0.124
SLC22A10	0.024
SLC22A11	0.141
NSMCE1	0.067
NSMCE2	0.062
CFD	0.128
OBSCN	0.16
DAGLA	0.331
PTK2	0.855
PTK7	0.551
PTK6	0.186
RABGAP1	0.247
SRRD	0.121
PRKAA2	0.959
PRKAA1	0.88
ITGB3BP	0.087
DAGLB	0.1
RCSD1	0.271
MCL1	0.427
MAGEA5	0.055
SORBS1	0.305
POMP	0.222
SORBS3	0.181
GAL3ST2	0.059
ODC1	0.228
PFDN4	0.47
SCARA3	0.145
IL18RAP	0.081
SCARA5	0.15
ATG16L1	0.193
ATG16L2	0.074
C3orf33	0.097
C3orf32	0.09
C3orf31	0.096
C3orf30	0.038
C3orf37	0.085
C3orf35	0.066
C3orf34	0.113
USH1C	0.067
C3orf39	0.188
C3orf38	0.047
USH1G	0.146
IL17REL	0.4
MATN1	0.189
MATN3	0.096
MATN2	0.171
MATN4	0.204
TANC1	0.179
AP2S1	0.186
TANC2	0.524
CES1	0.42
CES3	0.05
CES2	0.062
EBF3	0.117
CGB2	0.12
EBF1	0.994
KBTBD10	0.799
HBA1	0.116
UCP1	0.144
LMNA	0.522
UCP3	0.075
BDH2	0.139
BDH1	0.143
DDX23	0.362
DDX21	0.317
DDX20	0.174
DDX27	0.16
ZNF157	0.188
DDX25	0.47
DDX24	0.166
GULP1	0.401
DMRTC1B	0.047
DDX28	0.065
UNC13D	0.085
OTC	0.182
PAX9	0.548
RPL32P3	0.103
ZNF92	0.151
ZNF93	0.536
C9orf167	0.075
SAC3D1	0.087
FLVCR1	0.082
AFF4	0.674
RAET1E	0.031
UBE2J1	0.14
UBE2J2	0.092
FKBP11	0.318
TBX21	0.222
A3GALT2	0.09
FBXO10	0.306
FBXO11	0.463
FAM3D	0.048
RAET1L	0.077
C20orf11	0.264
FBXO15	0.083
PCK1	0.428
AFF1	0.088
GGPS1	0.181
NRTN	0.123
NACA2	0.663
PRB3	0.098
FUNDC1	0.151
C12orf11	0.532
FAM153A	0.114
FAM153B	0.11
FAM153C	0.047
RNPEPL1	0.174
C9orf164	0.071
ZNF521	0.64
PLA2G6	0.15
PLA2G7	0.053
PLA2G5	0.095
PLA2G3	0.273
CCDC76	0.145
CCDC77	0.049
CCDC75	0.048
SHC1	0.71
ERBB4	0.996
CCDC71	0.285
OR2G2	0.114
FPR2	0.059
FPR3	0.037
CSNK1A1L	0.083
CCDC78	0.074
CGRRF1	0.045
TMEM109	0.102
TMEM108	0.359
HIST3H2BB	0.869
TMEM102	0.143
TMEM101	0.228
FOXH1	0.618
TMEM107	0.109
TMEM105	0.067
TMEM104	0.148
SMPDL3B	0.209
GHITM	0.114
SMPDL3A	0.049
CYP2B6	0.123
GRPR	0.347
CSHL1	0.04
SPEN	0.897
ZCWPW2	0.119
ZCWPW1	0.043
FKBP1B	0.634
FKBP1C	0.077
FKBP1A	0.383
SPEG	0.352
MANEAL	0.612
TIMM8B	0.271
STAT6	0.925
STOML2	0.821
STOML1	0.207
FBLIM1	0.27
TIMM8A	0.292
FAM10A5	0.079
C10orf54	0.093
DAXX	0.9
MIRHG1	0.138
CDC16	0.765
GDA	0.395
AHNAK	0.169
PPP1R9A	0.366
NT5E	0.187
RHCG	0.075
UNC50	0.093
NKAIN4	0.082
NKAIN3	0.155
NKAIN2	0.294
NKAIN1	0.611
MAP1A	0.756
MAP1B	0.898
PDCL2	0.198
PDCL3	0.085
LBX2	0.076
UNC5C	0.617
VGF	0.316
UNC5A	0.441
UNC5D	0.891
CCM2	0.145
GJD4	0.09
MAP1S	0.122
FRMD8	0.097
ZNF430	0.153
IMMP1L	0.214
FRMD5	0.409
FRMD6	0.307
FRMD7	0.128
FRMD1	0.131
PKNOX2	0.484
FRMD3	0.139
GNAQ	0.423
GNAS	0.41
MED13L	0.722
DSCR4	0.043
DSCR6	0.122
PTCD2	0.026
PTCD3	0.047
DSCR3	0.116
PTCD1	0.081
GNAL	0.287
HLTF	0.426
CYP26C1	0.183
DPF2	0.347
DPF3	0.429
DPF1	0.236
PPP1R9B	0.407
CLPX	0.417
CRYGS	0.103
RPL18A	0.675
SIX1	0.83
KRT3	0.132
KRT2	0.135
KRT1	0.749
FST	0.818
KRT5	0.788
KRT4	0.291
CRYGA	0.137
CRYGB	0.133
CRYGC	0.097
CRYGD	0.257
DACT3	0.351
DACT2	0.179
FAM62B	0.186
VPS45	0.131
FAM62A	0.122
VPS41	0.368
BCAP29	0.075
TMCC1	0.221
TMCC2	0.197
TMCC3	0.08
NMNAT2	0.496
NMNAT3	0.244
H1F0	0.826
SPRR2B	0.051
ALOX12B	0.183
CCDC23	0.095
TAS2R38	0.12
EPB41L1	0.094
PPCDC	0.224
EPB41L3	0.452
EPB41L2	0.476
EPB41L5	0.159
MTM1	0.255
UBE2H	0.699
ACSS3	0.102
CCDC25	0.079
ACSS1	0.113
UBE2K	0.704
CCDC24	0.054
PLEKHM1	0.095
PLEKHM2	0.186
PLEKHM3	0.291
VPS4A	0.518
VPS4B	0.43
GMEB2	0.256
GMEB1	0.194
SLC43A3	0.082
FAM72B	0.088
FAM72A	0.56
KRTAP12-4	0.174
CNTNAP1	0.202
DFNA5	0.09
UBE2O	0.446
WNT3	0.454
WNT2	0.116
WNT1	0.339
LRRN4	0.07
AGXT	0.511
LRRN2	0.091
LRRN1	0.494
WNT4	0.962
TREML2	0.035
TREML3	0.067
PPP1R15B	0.171
GPAA1	0.083
TREML4	0.036
AGPAT3	0.094
ST8SIA5	0.144
PDCL	0.083
RECK	0.311
INSC	0.205
TYRP1	0.374
GPRIN2	0.096
GPRIN3	0.095
GPRIN1	0.084
ROGDI	0.137
KIF23	0.886
INSR	1.0
RUNX1T1	0.807
HIST2H2BF	0.083
HIST2H2BE	0.962
ZNF813	0.075
SPTBN5	0.169
SPTBN4	0.132
SPTBN2	0.326
SPTBN1	0.233
KLF13	0.894
RNF175	0.063
KLF11	0.096
KLF10	0.601
KLF17	0.045
KLF16	0.304
KLF15	0.321
KLF14	0.399
ERVK5	0.23
IQWD1	0.486
TFAP2C	0.871
TFAP2B	0.632
TFAP2E	0.138
TFAP2D	0.678
KRTDAP	0.144
GBE1	0.331
OR51T1	0.095
PCNA	1.0
SLC44A1	0.189
C15orf41	0.175
SLC44A3	0.086
SLC44A4	0.378
SLC44A5	0.145
ZBTB7C	0.26
ZBTB7B	0.288
MSI2	0.206
MSI1	0.63
PCNP	0.639
ZNF334	0.363
MRPL38	0.095
PCNX	0.104
UTX	0.982
CYYR1	0.201
CRABP1	0.402
ZMYND8	0.132
PACRG	0.097
FAM149A	0.081
WDR21A	0.096
TOP3A	0.576
ZFHX4	0.892
WDR21B	0.246
RPA3	0.918
RPA2	0.911
TENC1	0.187
NDUFS1	0.096
NDUFS2	0.254
NDUFS3	0.219
NDUFS4	0.333
NDUFS5	0.082
NDUFS6	0.052
NDUFS7	0.075
NDUFS8	0.156
COQ4	0.125
COQ7	0.153
COQ6	0.13
UFD1L	0.417
COQ3	0.27
ILF2	0.77
HBM	0.136
UNC84B	0.166
ZRANB1	0.129
ZRANB3	0.043
ZRANB2	0.243
TTC7B	0.238
SVEP1	0.716
C9orf6	0.058
CHMP2B	0.281
KLK8	0.05
BOK	0.149
PCDHGB7	0.095
ATP9B	0.196
ATP9A	0.113
HBZ	0.264
CSNK1G2	0.506
BOC	0.102
RREB1	0.192
DENND2C	0.552
TPX2	0.932
DENND2A	0.082
DENND2D	0.073
WWC3	0.111
PPT1	0.274
WWC1	0.277
INPP4B	0.042
INPP4A	0.241
SGCG	0.096
MICAL1	0.061
MICAL2	0.325
MICAL3	0.141
PHC1	0.44
PHC3	0.775
PHC2	0.662
GPR108	0.122
MFAP3L	0.43
THOC4	0.543
LMAN1	0.086
UBE2G2	0.08
TAOK1	0.236
PHEX	0.525
IGSF1	0.587
ZNF362	0.645
ZNF365	0.097
ZNF367	0.753
ZNF366	0.193
PRF1	0.047
MGMT	0.049
ABCA9	0.062
KCTD20	0.086
WSB2	0.067
H2AFV	0.775
SLC35E3	0.083
H2AFX	1.0
H2AFY	0.247
H2AFZ	0.988
MTERFD3	0.069
HILS1	0.057
RNF8	0.09
RNF6	0.096
RNF7	0.124
RNF4	0.13
RNF5	0.142
RNF2	0.54
AVPR2	0.153
H2AFJ	0.901
ZFHX3	0.707
NCAPG2	0.669
PSMA4	0.971
RFX1	0.626
CLTA	0.153
RFX2	0.772
CLTC	0.59
CLTB	0.362
TMEM159	0.048
LRRC61	0.161
NGLY1	0.476
ADRBK1	0.647
FLG	0.079
DPEP3	0.044
ZFHX2	0.224
C7orf36	0.101
C7orf34	0.071
NMD3	0.073
C7orf31	0.088
C7orf30	0.031
NLRX1	0.079
NFIX	0.342
LHFP	0.323
BTBD10	0.347
USP27X	0.386
PCOLCE	0.773
GPR50	0.073
EPM2A	0.453
ISCA1	0.239
RNF103	0.876
ISCA2	0.109
FAM118A	0.089
C14orf68	0.103
FAM118B	0.171
LMX1A	0.31
LMX1B	0.289
RECQL	0.964
CD300C	0.054
MRGPRF	0.138
SHC2	0.077
MAP7D3	0.048
ABCE1	0.479
POU4F1	0.772
KIAA1432	0.154
PRKRIR	0.55
ACTR8	0.552
BAIAP3	0.28
ACTR6	0.543
ACTR5	0.122
XPNPEP3	0.116
ACTR3	0.577
ACTR2	0.284
NAP1L1	0.997
WBSCR27	0.056
VAX2	0.15
WBSCR22	0.05
FOXP3	0.315
MASTL	0.226
FBF1	0.085
WBSCR28	0.103
GNRHR	0.345
KIAA0748	0.188
PDE3B	0.155
GSTA1	0.053
IL10RA	0.173
CNR1	0.382
GBX2	0.772
GBX1	0.383
CNR2	0.111
FOXP4	0.517
POLDIP3	0.101
POLDIP2	0.152
GP1BA	0.104
CLDND2	0.215
HM13	0.236
CBARA1	0.184
RAPGEFL1	0.347
GTDC1	0.129
NP	0.342
CYP4F3	0.343
ALDH18A1	0.255
NOSIP	0.161
NAP1L3	0.252
SLC25A10	0.152
ICOS	0.064
HHEX	0.505
BIRC8	0.199
C14orf49	0.102
C20orf132	0.067
ACTN1	0.635
SAA2	0.152
TGS1	0.236
SAA1	0.066
OR5A1	0.13
ABI3BP	0.152
C1orf77	0.268
ANKS1A	0.376
C1orf71	0.337
IDUA	0.072
PTPRR	0.382
ZNF592	0.272
KCND1	0.386
PTPRQ	0.334
ZNF593	0.231
SPERT	0.219
ACTRT1	0.05
GLB1	0.114
TINF2	0.098
PITPNM1	0.106
NKX3-2	0.23
NKX3-1	0.361
GNRH1	0.029
ZIM3	0.099
GPATCH8	0.375
VHLL	0.091
ZNF597	0.111
MDGA2	0.51
NDUFA7	0.116
ADAM10	0.986
ADAM11	0.121
ADAM12	0.63
ADAM15	0.091
ADAM17	0.241
ADAM18	0.06
ADAM19	0.605
CPNE9	0.209
MEPE	0.2
MMP25	0.332
SFRS16	0.151
CPNE3	0.276
CPNE2	0.16
CPNE7	0.085
CPNE6	0.166
CPNE5	0.221
CPNE4	0.288
WNT8A	0.217
WNT8B	0.397
SFRS14	0.376
GLYAT	0.078
PTPRB	0.232
DNMT3B	0.566
OPALIN	0.06
MMP24	0.104
DNMT3A	0.824
PTPRA	0.281
ZNF121	0.11
RBM10	0.142
DNMT3L	0.095
C21orf77	0.142
AAK1	0.085
SNRPN	0.607
C21orf74	0.039
PVRIG	0.056
SNRPB	0.612
SNRPC	0.087
SNRPA	0.704
SNRPF	0.784
SNRPG	0.217
SHANK1	0.136
NKAP	0.35
AFMID	0.057
PTPRK	0.332
RGS9BP	0.139
PLAC8L1	0.116
ZFR2	0.098
SALL1	0.9
DTWD1	0.076
MMP26	0.032
CRADD	0.148
ZDHHC17	0.488
PCSK9	0.317
ZDHHC11	0.065
ZDHHC13	0.13
ZDHHC12	0.063
PRKAG1	0.583
PRKAG3	0.205
PCSK1	0.29
ZDHHC19	0.056
ZDHHC18	0.109
PCSK4	0.085
PCSK5	0.105
DUSP28	0.185
HIPK2	0.435
HIPK1	0.995
LASS3	0.086
HIPK4	0.12
RPS3	0.99
LASS4	0.12
DUSP22	0.166
DUSP23	0.16
LEMD3	0.404
LEMD2	0.18
LEMD1	0.1
DUSP27	0.147
CD180	0.054
NCAN	0.107
ZCCHC5	0.125
BLMH	0.515
YBX2	0.552
NAPG	0.122
C3orf19	0.051
C3orf18	0.276
NAPA	0.443
C3orf15	0.059
C3orf14	0.092
C3orf17	0.059
C3orf16	0.31
YAF2	0.148
LARP1	0.269
LARP2	0.58
LARP4	0.263
LARP5	0.493
LARP6	0.139
LARP7	0.391
RPL19	0.232
DDX49	0.092
COL15A1	0.183
ODAM	0.088
DDX41	0.186
FDFT1	0.157
EDIL3	0.395
DDX42	0.264
PTER	0.119
DDX47	0.294
DDX46	0.644
WDR40A	0.496
PLTP	0.32
ATMIN	0.473
EIF5A2	0.464
TMEM45B	0.101
WDR40C	0.477
ELAVL4	0.599
LGR4	0.372
LGR6	0.11
ELAVL1	0.349
ELAVL2	0.519
ELAVL3	0.326
CDKN1C	0.688
CDKN1B	0.809
CDKN1A	0.98
GPM6B	0.88
UBE2D2	0.433
C11orf1	0.101
UBE2D1	0.919
MLL3	0.413
MLL2	0.647
ECSIT	0.133
DPYSL5	0.605
SETBP1	0.649
MLL5	0.354
EDNRA	0.337
FERD3L	0.058
SAP130	0.106
DNAI1	0.273
C9orf75	0.099
APOD	0.031
DNAI2	0.11
APOB	0.387
CYP11A1	0.234
STX10	0.133
APOO	0.32
APOM	0.607
NDUFV2	0.278
APOH	0.227
FAM151B	0.083
FAM151A	0.139
FAM104A	0.132
FAM104B	0.106
NFIL3	0.263
REG3G	0.065
REG3A	0.152
TMEM125	0.211
CCDC51	0.082
TMEM127	0.069
FOXJ3	0.645
FRAS1	0.519
CCDC55	0.235
TMEM123	0.079
CCDC57	0.103
CCDC58	0.531
CCDC59	0.308
STX16	0.78
TMEM129	0.09
TMEM128	0.082
PAXIP1	0.863
POF1B	0.117
GDPD2	0.186
ZMIZ2	0.184
NUFIP2	0.383
VPRBP	0.079
PREPL	0.326
SULT4A1	0.153
CABP7	0.188
DNAJB12	0.25
CABP5	0.345
CABP4	0.151
CABP2	0.073
CABP1	0.273
FBXO34	0.215
FBXO36	0.155
SLC35B2	0.212
FBXO30	0.296
SLC35B4	0.269
FBXO32	0.427
FBXO33	0.499
HBE1	0.249
ZC3H7B	0.654
CNRIP1	0.486
FBXO38	0.227
FBXO39	0.113
ARSE	0.143
SAT1	0.06
PELP1	0.081
MBOAT2	0.142
MBOAT1	0.106
MBOAT7	0.154
MBOAT4	0.214
SPSB3	0.079
SPSB2	0.068
SPSB1	0.485
HINT1	0.28
FAM29A	0.293
SPSB4	0.75
SDPR	0.204
IL23A	0.315
C19orf30	0.044
UFM1	0.029
CDC34	0.234
CDC37	0.255
ALAS1	0.397
ALAS2	0.82
S100A9	0.399
S100A8	0.23
FICD	0.133
EIF1	0.704
S100A5	0.057
S100A4	0.237
S100A7	0.081
S100A6	0.123
S100A1	0.245
OR2T33	0.088
S100A3	0.079
S100A2	0.142
C12orf39	0.176
LONRF3	0.438
LONRF2	0.061
LONRF1	0.11
C15orf27	0.216
BIRC3	0.285
BIRC2	0.11
KIAA1609	0.389
ALDH3A1	0.385
IRAK3	0.105
ACMSD	0.133
CDCA7L	0.28
C15orf23	0.169
OR9G4	0.067
IRAK1	0.16
ORC5L	0.976
APBA3	0.111
APBA2	0.225
SPIN2A	0.241
SPIN2B	0.221
PGLS	0.381
MOSPD1	0.139
CYP8B1	0.123
EFHB	0.063
COL10A1	0.053
WDR7	0.248
MORC1	0.058
BTBD1	0.178
RHOT2	0.103
ZNF558	0.137
ANKRD19	0.124
PTPRZ1	0.325
TXNL4A	0.321
WRB	0.144
TXNL4B	0.123
CYP27A1	0.33
FHL1	0.426
CCNA2	0.999
DYSF	0.153
VPS24	0.167
CCNA1	0.772
DYNC1I1	0.244
ATP13A3	0.728
DYNC1I2	0.189
ATP13A5	0.076
ATP13A4	0.069
WDR51A	0.158
TAS2R50	0.02
RAI1	0.113
RAI2	0.731
COL28A1	0.168
ARR3	0.658
LRRIQ1	0.083
GRID2IP	0.151
PRKRA	0.388
PCDH24	0.078
C1orf113	0.031
C1orf112	0.399
C1orf111	0.244
C1orf110	0.01
CBWD2	0.126
C1orf115	0.103
C1orf114	0.141
ADAT1	0.108
ADAT3	0.198
ADAT2	0.291
LGALS3BP	0.431
TTBK2	0.293
PLEKHO1	0.085
BTBD2	0.13
E2F7	0.107
E2F6	0.122
E2F5	0.802
E2F4	0.877
E2F3	0.853
E2F2	0.351
E2F1	0.995
ZNFX1	0.175
SCAF1	0.161
C6orf89	0.294
MAGEF1	0.05
ACBD3	0.243
AP3B2	0.257
ACBD7	0.078
ACBD6	0.39
ACBD5	0.135
ACBD4	0.07
MON2	0.303
AMZ2	0.111
C19orf39	0.121
PLIN	0.118
EEF2	0.954
TUSC4	0.203
ZDBF2	0.086
BRI3BP	0.127
TUSC1	0.06
TUSC2	0.234
C2orf28	0.052
RLBP1	0.234
RPGR	0.529
C2orf24	0.187
TMC6	0.145
C2orf21	0.551
GATA6	0.633
TMC7	0.119
OSTF1	0.127
PYCR2	0.154
PYCR1	0.114
DPP8	0.208
OR51J1	0.07
DPP9	0.339
CTBS	0.078
WNT10A	0.195
WNT10B	0.733
GNG10	0.191
GNG11	0.321
GNG12	0.234
GNG13	0.141
TEX14	0.224
URB1	0.179
GATA1	0.34
DNAJC14	0.484
LIPA	0.097
IFITM2	0.209
IFITM1	0.456
HPCAL1	0.183
LIPE	0.172
HPCAL4	0.145
LIPF	0.064
LIPI	0.173
LIPH	0.06
LIPK	0.266
LIPJ	0.081
LIPM	0.162
DFFA	0.245
DFFB	0.113
LIPN	0.134
SEC24D	0.58
REV3L	0.818
SEC24A	0.166
SEC24C	0.266
SEC24B	0.133
RNF19B	0.414
RNF19A	0.261
ACCN1	0.09
ACCN2	0.191
ACCN3	0.033
ACCN4	0.3
ACCN5	0.101
PYCRL	0.079
PI16	0.166
POU2AF1	0.14
MRPL43	0.145
MRPL42	0.038
IPP	0.088
MRPL40	0.041
MRPL47	0.064
MRPL46	0.052
HGFAC	0.119
MRPL44	0.079
TM4SF18	0.121
TM4SF19	0.057
MRPL49	0.086
DPP7	0.1
MAGT1	0.104
ZNF699	0.071
OTOP1	0.08
NGF	0.122
NGB	0.134
RILP	0.078
ZNF691	0.099
SFRS2	0.514
ZNF692	0.081
ZNF695	0.055
OTOP3	0.136
ZNF697	0.228
FHAD1	0.132
C16orf5	0.144
TGM2	0.239
C16orf7	0.044
ARFGAP2	0.384
OR52H1	0.201
ARFGAP1	0.277
LAMB1	0.784
LAMB3	0.086
LAMB2	0.157
CYSLTR2	0.122
LAMB4	0.083
ATP7B	0.243
NEK6	0.104
NEK7	0.202
NEK4	0.537
NEK5	0.077
RUVBL1	0.857
NEK3	0.097
NEK1	0.514
U2AF1	0.243
U2AF2	0.441
NEK8	0.227
OR10AD1	0.138
RAB33A	0.095
EBF4	0.177
GPR160	0.251
GPR161	0.137
G0S2	0.063
DHPS	0.244
FLRT3	0.355
ZZZ3	0.569
OR5B17	0.043
ASTN2	0.237
ASTN1	0.102
CCDC6	0.363
SHE	0.062
SHF	0.167
CCDC5	0.696
SHH	0.485
COX7A1	0.103
COX7A2	0.126
CCDC9	0.194
DYNC2H1	0.1
LASP1	0.273
MGA	0.943
MTHFD2	0.472
MTHFD1	0.746
JMJD2A	0.154
TBP	1.0
JMJD2C	0.613
JMJD2B	0.342
TGM5	0.157
JMJD2D	0.176
MGP	0.14
ITGA2B	0.333
NSD1	0.565
TGFB3	0.747
NUDCD2	0.253
NUDCD3	0.136
NUDCD1	0.181
GPT2	0.151
ADSS	0.671
GCH1	0.24
CACNA1F	0.231
PAPOLA	0.884
TMEM63C	0.199
PRPF8	0.832
STBD1	0.047
OR1D2	0.225
GMNN	0.371
ADSL	0.75
WDHD1	0.919
AS3MT	0.077
TXN2	0.27
C7orf11	0.146
C7orf13	0.102
ZNF749	0.223
GAS2L1	0.284
RPS27L	0.367
GAS2L3	0.105
C7orf16	0.58
ZNF575	0.124
HR	0.18
RNF128	0.527
AZI2	0.4
ZNF434	0.095
ZNF341	0.101
ZNF436	0.434
ZNF431	0.235
ZNF346	0.084
ZNF345	0.122
TNFSF14	0.091
ZNF439	0.186
ZNF438	0.075
XRRA1	0.064
RALGDS	0.452
KRTAP26-1	0.066
EPYC	0.061
NUDT12	0.068
DLL1	0.755
NUDT10	0.112
DLL3	0.416
NUDT16	0.189
NUDT17	0.24
NUDT14	0.144
NUDT15	0.452
NUDT18	0.093
NUDT19	0.088
TM6SF1	0.147
TM6SF2	0.05
KEL	0.197
IFI6	0.135
STX3	0.107
RSRC2	0.273
STX5	0.302
ACTL8	0.107
STX7	0.138
STX6	0.094
RPS3A	0.998
CPN2	0.177
CPN1	0.094
SLC4A11	0.359
SLC4A10	0.737
FXC1	0.115
STAB1	0.22
CFHR3	0.076
KIAA0232	0.358
PYHIN1	0.036
PCP2	0.159
PYY2	0.146
PYY3	0.156
NTF3	0.31
CDADC1	0.147
ECE2	0.143
LGI2	0.216
LGI3	0.164
ACSF2	0.131
NLGN2	0.253
HBP1	0.509
CLIC3	0.396
IMPACT	0.196
DRG2	0.171
DRG1	0.71
CASQ1	0.445
CFHR4	0.06
ZNF205	0.151
CASQ2	0.109
CFHR5	0.037
OC90	0.046
EVC2	0.098
SNW1	0.865
AURKA	0.88
AURKB	0.811
AURKC	0.063
AP1B1	0.508
KRTAP2-1	0.226
SOX18	0.167
AACS	0.159
OR5H6	0.108
OR5H1	0.083
OR5H2	0.085
CDC42EP3	0.098
WDR8	0.244
CDC42EP1	0.076
DRGX	0.953
TXLNB	0.103
TXLNA	0.242
CDC42EP4	0.133
HRASLS5	0.045
FAM92B	0.065
BMF	0.091
TCP11	0.084
GPRC6A	0.088
TBKBP1	0.423
RAB36	0.043
AHCY	0.821
WFIKKN2	0.422
WFIKKN1	0.138
ASGR1	0.142
ABI2	0.421
ABI3	0.238
FEZ2	0.07
ASGR2	0.145
TESC	0.156
NKTR	0.378
C20orf177	0.067
OTP	0.187
PTCHD3	0.074
PITPNC1	0.515
KRT38	0.072
ACADVL	0.08
RAB4B	0.302
PTCHD1	0.442
RAB4A	0.195
KRT31	0.162
C6orf70	0.136
FOXL1	0.664
KRT35	0.096
KRT34	0.131
KRT37	0.094
KRT36	0.131
IL21	0.056
IL20	0.131
CHN1	0.238
IL22	0.073
IL25	0.103
IL24	0.067
IL27	0.072
IL26	0.323
IL29	0.059
KIF2A	0.149
CAV3	0.355
KIF2C	0.706
CAV1	0.448
ARFRP1	0.103
ZNF548	0.1
TIMP1	0.447
MVD	0.233
CD209	0.096
SLC22A6	0.281
IL12RB2	0.165
KRTAP15-1	0.06
ATP6AP2	0.131
OR4K13	0.085
ENSA	0.138
CLINT1	0.606
NLGN3	0.442
BRCA1	1.0
BRCA2	0.976
OR4N4	0.087
OR4N5	0.084
FXYD3	0.097
CYP24A1	0.078
ACOT8	0.183
ACOT9	0.134
ACOT6	0.095
ACOT7	0.064
ACOT4	0.048
ACOT2	0.054
CHERP	0.212
ACOT1	0.11
ADCY4	0.077
ADCY5	0.353
ADCY6	0.569
SNX32	0.091
ADCY1	0.267
ADCY2	0.392
ADCY3	0.338
KIF25	0.043
KIF24	0.406
KIF27	0.065
ADCY8	0.629
ADCY9	0.132
RBBP5	0.407
RBBP4	0.542
RAB44	0.141
RAB42	0.077
ANKLE1	0.056
NUCKS1	0.849
PNLIP	0.096
ZACN	0.047
PDLIM4	0.201
DDI2	0.158
DDI1	0.034
IRGQ	0.092
SKAP2	0.747
UBE2NL	0.097
COL4A6	0.124
PTPLAD1	0.15
C12orf5	0.056
PROL1	0.032
GGTLC2	0.151
XRCC1	0.158
XRCC3	0.642
XRCC2	0.22
XRCC5	0.997
XRCC4	0.8
PITPNB	0.259
SMURF1	0.301
SLC22A2	0.084
SMURF2	0.233
CLEC7A	0.072
MEIS3	0.15
TCP1	0.309
MEIS1	0.786
CHRAC1	0.125
TFRC	0.352
GGT5	0.045
ELAC1	0.124
NARF	0.042
IL11	0.102
CTLA4	0.564
TFR2	0.313
DGCR8	0.213
RALGPS2	0.117
MIER1	0.095
MIER2	0.202
MIER3	0.422
ESPNL	0.124
OR5AN1	0.083
RSL1D1	0.794
PAPD4	0.162
DDX60	0.112
AMN1	0.131
KIR3DL2	0.056
SNX21	0.13
LMNB2	0.794
IL13RA2	0.047
TSR1	0.816
LMNB1	0.919
LRBA	0.311
MRPS28	0.26
MRPS26	0.087
MRPS27	0.046
MRPS24	0.062
MRPS25	0.1
MRPS22	0.049
CSPG4	0.123
DTNA	0.904
