Chrom	Start	End	Strand	Func_num	Threep_usage	Fivep_usage
chr1	5964677	5964864	-	0	1.0	1.0
chr21	38139519	38139586	-	0	0.934782608696	0.958333333333
chr12	93209976	93210176	-	0	1.0	1.0
chr19	18548409	18548570	-	1	1.0	1.0
chr4	76434034	76434145	-	0	1.0	0.0434782608696
chr22	20398537	20398694	-	0	0.909090909091	0.990610328638
chr5	34757573	34757687	+	0	1.0	0.0192307692308
chr7	100414884	100414979	-	0	1.0	0.0247349823322
chr8	76463623	76463729	+	0	1.0	1.0
chr1	201835861	201836087	+	0	1.0	1.0
chr14	75388681	75389188	-	0	0.928571428571	0.909090909091
chr12	54115809	54115967	-	0	1.0	1.0
chr22	28318006	28318166	+	0	0.285714285714	0.444444444444
chr5	78376510	78376701	+	0	0.866666666667	0.916666666667
chr9	124072962	124073123	+	0	1.0	1.0
chr6	107088698	107088796	+	0	1.0	1.0
chr6	144852188	144852338	+	0	1.0	1.0
chr18	2927720	2927809	-	0	1.0	1.0
chr13	43643066	43643139	+	0	0.995249406176	0.986301369863
chr1	12090085	12090181	+	0	1.0	1.0
chr5	115188676	115188711	+	0	0.011320754717	0.00757575757576
chr1	45266512	45266619	+	0	1.0	1.0
chr1	26627417	26627544	-	0	0.111111111111	0.114285714286
chr7	102956435	102956535	-	0	1.0	1.0
chr17	39080724	39080755	-	0	1.0	1.0
chr3	52853956	52854006	-	0	0.666666666667	0.5
chrX	30683628	30683701	+	0	0.950585175553	0.931777378815
chr22	24224646	24224833	+	0	0.933333333333	0.934426229508
chr4	887165	887277	-	0	1.0	1.0
chr10	101558964	101559127	+	0	1.0	1.0
chr2	88861807	88861908	-	0	1.0	1.0
chr8	17933050	17933096	-	0	1.0	1.0
chr4	54245240	54245284	+	0	0.5625	0.611111111111
chr9	115930740	115930836	-	0	1.0	1.0
chr17	62516604	62516694	+	0	0.0347222222222	0.0347222222222
chr17	78796001	78796101	+	0	1.0	1.0
chr1	236767254	236767427	-	0	1.0	1.0
chr12	57704047	57704246	-	0	1.0	1.0
chr1	204086721	204086835	+	0	0.994897959184	0.993103448276
chr1	77627279	77627396	-	0	1.0	1.0
chr20	50225057	50225165	-	0	1.0	1.0
chr18	2751276	2751391	+	0	1.0	1.0
chr13	31722511	31722617	-	0	0.989071038251	0.988571428571
chr20	47734314	47734633	-	0	0.997885835095	0.999062792877
chr6	144772506	144772629	+	0	1.0	1.0
chr1	179102447	179102509	-	0	0.3125	0.5
chr17	15450373	15450462	-	0	1.0	1.0
chr15	42632888	42632952	+	0	1.0	1.0
chr12	62960102	62960230	+	0	1.0	1.0
chr22	36889680	36889850	-	0	1.0	1.0
chr2	73490341	73490436	-	0	1.0	1.0
chr3	136045645	136046097	+	0	0.995604395604	0.984293193717
chr1	71538155	71538231	-	0	1.0	1.0
chr17	60050088	60050249	-	0	1.0	1.0
chr2	102503550	102503723	+	1	1.0	0.163361661945
chr2	203995041	203995199	+	0	1.0	1.0
chr1	151206673	151206972	+	0	1.0	1.0
chr3	50363816	50363908	-	0	1.0	0.0669144981413
chrX	110955712	110955758	+	0	0.6	0.818181818182
chr2	232656443	232656518	+	0	0.966386554622	0.966244725738
chr16	68934337	68934449	+	0	1.0	1.0
chr1	208212966	208213112	-	0	1.0	1.0
chrY	21761625	21761717	+	0	1.0	1.0
chr19	5214372	5214491	-	0	1.0	1.0
chr22	22664101	22664248	+	0	1.0	1.0
chr11	65822547	65822786	+	0	1.0	1.0
chr12	57423219	57423371	-	0	1.0	1.0
chr5	72359668	72359771	+	0	0.963414634146	0.965909090909
chr4	170985870	170985976	-	0	1.0	1.0
chr5	79294155	79294198	+	0	1.0	1.0
chr2	54024869	54024932	+	0	0.988439306358	0.991769547325
chr8	101544584	101544688	-	0	0.0909090909091	0.0825688073394
chr1	9795525	9795673	-	0	1.0	1.0
chr12	46591503	46591600	-	0	1.0	1.0
chr12	50187135	50187216	-	0	1.0	1.0
chr16	731438	731603	+	0	1.0	1.0
chr17	41108421	41108577	-	0	0.932642487047	1.0
chr1	2449603	2449703	-	0	1.0	1.0
chr5	21459787	21459852	+	0	1.0	1.0
chr14	94848929	94849578	-	5	0.997828064509	0.998738912943
chr3	47459811	47460012	-	0	1.0	1.0
chr18	55308791	55309284	+	0	1.0	1.0
chr5	80168935	80169106	+	0	1.0	1.0
chr5	43700221	43700339	+	0	1.0	1.0
chr7	72732686	72732708	-	0	1.0	1.0
chr16	31195530	31195717	+	0	0.997524752475	0.992537313433
chr6	31921506	31921608	-	0	1.0	1.0
chr7	92952923	92953044	+	0	1.0	1.0
chr22	20102789	20102970	-	0	0.973684210526	0.975609756098
chr13	46539415	46539567	-	0	0.166666666667	1.0
chr7	99703582	99703626	+	0	1.0	1.0
chr15	38757470	38757604	+	0	0.941176470588	0.958333333333
chr13	24200846	24200931	+	0	1.0	1.0
chr4	76727639	76727725	+	0	1.0	1.0
chr15	34470022	34470200	-	0	0.03125	0.138888888889
chr8	12600673	12600791	-	0	1.0	1.0
chr1	212548535	212548642	-	0	0.9375	0.916666666667
chr3	167405403	167405481	-	0	1.0	1.0
chr11	65108437	65108544	+	0	1.0	1.0
chr21	47835983	47836753	+	0	1.0	1.0
chr1	185106738	185106928	-	0	1.0	1.0
chrX	134424935	134425061	-	0	1.0	1.0
chr2	231738132	231738272	+	0	0.898120672601	0.893264248705
chr9	6504593	6504691	+	0	1.0	1.0
chr3	49063757	49063852	-	0	1.0	1.0
chr12	69991418	69991546	+	0	0.997750281215	0.99873015873
chr8	146017377	146017525	-	0	0.999374478732	0.999219562955
chr14	35782087	35782265	+	0	0.993482309125	0.99173553719
chr18	77710724	77711025	-	0	0.965517241379	0.997742663657
chr1	173833395	173833442	-	0	0.999294781382	0.999348534202
chr3	49749912	49750325	+	0	1.0	0.0417633410673
chr22	30811748	30811854	+	0	0.923076923077	0.933333333333
chr1	57140054	57140195	+	0	0.888888888889	0.95
chr1	78193980	78194397	-	0	1.0	1.0
chr6	44929490	44929565	-	0	1.0	1.0
chr1	220363719	220363862	-	0	1.0	1.0
chr12	48359872	48360012	+	0	0.98502994012	0.678321678322
chr3	14177307	14177408	+	0	0.996389891697	0.997607655502
chr17	3480420	3480486	-	0	0.943396226415	0.918918918919
chr2	109351988	109352218	+	0	1.0	1.0
chr12	100934450	100934596	+	0	1.0	1.0
chr11	61069729	61069831	-	0	1.0	1.0
chr1	2342069	2342307	-	0	0.0151515151515	0.0298507462687
chr21	34907531	34907626	-	0	1.0	1.0
chr3	125216903	125217038	-	0	1.0	1.0
chr17	3989780	3989949	-	0	1.0	1.0
chr5	74681727	74681859	-	0	1.0	1.0
chr9	111945009	111945077	-	0	0.75	0.666666666667
chr7	1197292	1197386	-	0	1.0	1.0
chr15	65766547	65766626	-	0	0.961538461538	0.966666666667
chr10	103870826	103870901	-	0	1.0	1.0
chr12	31632523	31633189	-	0	0.987341772152	0.985915492958
chr6	74517806	74517971	+	0	0.916666666667	0.977272727273
chr9	80879066	80879232	+	0	1.0	1.0
chr1	156351138	156351304	+	0	0.794736842105	0.838842975207
chr8	145737775	145737944	-	0	1.0	1.0
chr11	47435148	47435237	+	0	1.0	1.0
chr1	110587637	110587700	+	0	1.0	1.0
chr12	62783385	62783479	+	0	1.0	1.0
chr19	11460252	11460363	+	0	0.428571428571	1.0
chr20	61917724	61917794	+	0	0.0156739811912	1.0
chr6	143806289	143806385	+	0	0.981220657277	0.974683544304
chr9	103088584	103088761	-	0	1.0	1.0
chr4	79205559	79205702	+	0	1.0	1.0
chr2	25610158	25610247	-	0	1.0	1.0
chr16	72173188	72173298	-	0	1.0	1.0
chr6	34263418	34263462	-	0	1.0	1.0
chr21	26972111	26972178	-	0	0.978021978022	1.0
chr19	50189350	50189500	+	0	1.0	1.0
chr2	153004739	153004814	-	0	1.0	1.0
chr3	127358088	127358366	+	0	1.0	1.0
chr11	57256724	57256865	-	0	0.997630331754	0.997804610318
chr15	42737025	42737179	-	0	1.0	1.0
chr8	145151937	145152037	+	0	1.0	1.0
chr1	171751128	171751260	+	0	0.25	0.951612903226
chr19	4695390	4695567	-	0	0.9	0.921875
chr22	31335946	31336028	-	0	1.0	1.0
chr2	216981361	216981565	+	0	0.00077519379845	1.0
chr6	90442276	90442494	-	0	1.0	1.0
chr9	111870733	111870850	-	0	0.987261146497	0.989528795812
chr9	7011698	7011879	+	0	1.0	1.0
chr1	55064969	55065088	+	0	1.0	1.0
chr6	42987026	42987104	+	0	1.0	1.0
chr2	74761009	74761120	-	0	1.0	1.0
chr11	64074640	64074976	+	0	1.0	1.0
chr1	6604886	6604982	-	0	0.756756756757	0.830188679245
chr9	35076968	35077098	-	0	1.0	1.0
chr14	39572236	39572432	-	0	1.0	1.0
chr7	30635440	30635549	+	0	0.0429184549356	0.034632034632
chr7	76029603	76029908	-	0	0.239583333333	0.549382716049
chr8	131200355	131200429	-	0	1.0	1.0
chr3	15626755	15626849	-	0	0.890243902439	0.878378378378
chr18	9584513	9584578	-	0	0.994974874372	0.993150684932
chr17	72246404	72246496	+	0	1.0	1.0
chr11	68838824	68838888	+	0	0.833333333333	0.833333333333
chrX	49099584	49099650	+	0	1.0	1.0
chr11	72537218	72537288	+	0	1.0	1.0
chr1	186331420	186331512	-	0	1.0	1.0
chr1	156509166	156509329	-	0	1.0	1.0
chr22	21328814	21328910	+	0	1.0	1.0
chr8	145620480	145620570	-	0	1.0	1.0
chr6	30883929	30884026	+	0	1.0	1.0
chr15	66735618	66735695	+	0	0.935251798561	0.954314720812
chr7	102108166	102108270	+	0	0.791666666667	1.0
chr18	77679184	77679400	-	0	0.860832137733	0.668941979522
chr1	6399493	6399649	-	0	1.0	1.0
chr16	46652117	46652284	-	0	1.0	1.0
chr5	10282309	10282400	-	0	1.0	1.0
chr8	133790042	133790157	+	0	0.666666666667	1.0
chr1	29528455	29528557	-	0	0.986301369863	0.981818181818
chr6	34214821	34214926	-	0	1.0	1.0
chr22	24217304	24217428	+	0	0.838709677419	1.0
chr1	222895761	222895856	+	0	1.0	1.0
chr17	41116123	41116254	-	0	0.985074626866	0.989130434783
chr19	39948934	39948945	+	1	0.97619047619	0.983870967742
chr1	67891818	67891968	-	0	1.0	1.0
chr2	220499142	220499326	+	0	1.0	1.0
chr13	21732061	21732264	-	0	1.0	1.0
chr9	72901116	72901187	+	0	1.0	1.0
chr22	24942882	24942973	-	0	1.0	1.0
chrX	152097119	152097205	+	0	0.5	0.571428571429
chr1	110020440	110020631	+	0	0.333333333333	0.5
chr4	26921126	26921256	+	0	1.0	1.0
chr20	37653873	37654002	+	0	0.942028985507	0.966666666667
chr16	67159862	67159945	+	1	0.993920972644	0.991983967936
chr9	140685300	140685422	+	0	0.990825688073	0.991525423729
chr17	9872994	9873079	-	0	1.0	1.0
chr11	134054532	134054647	-	0	1.0	1.0
chr9	131587256	131587328	-	0	1.0	1.0
chr8	38205015	38205733	-	0	1.0	1.0
chr4	154508894	154508963	+	0	1.0	1.0
chr2	25038366	25038625	+	0	0.923076923077	1.0
chr1	153713761	153713844	+	0	1.0	1.0
chr9	94985628	94985771	-	0	1.0	1.0
chr16	2578061	2578149	+	0	1.0	1.0
chr11	46113734	46113774	-	0	0.975	0.966666666667
chr10	32307244	32307315	-	0	1.0	1.0
chr2	239159192	239159384	-	0	0.75	0.6875
chr2	74598664	74598855	-	0	1.0	1.0
chr6	42931066	42931187	+	0	1.0	1.0
chr12	77242013	77242170	+	0	1.0	1.0
chr15	85464220	85464300	+	0	1.0	1.0
chr7	5778907	5779252	-	0	0.0416666666667	1.0
chr2	96933363	96933474	+	0	0.99794661191	0.99814471243
chr12	49398747	49398801	-	0	1.0	1.0
chr6	30883758	30883824	+	0	1.0	1.0
chr2	61304055	61304293	+	0	1.0	1.0
chr6	57183235	57183397	+	0	1.0	1.0
chr6	158914605	158914749	+	0	1.0	1.0
chr3	52877737	52877814	-	0	1.0	1.0
chr1	148013320	148013371	-	0	1.0	1.0
chr1	62941738	62941827	-	0	1.0	1.0
chr2	158636849	158637112	-	0	1.0	1.0
chr16	27245509	27245586	-	0	1.0	1.0
chr14	23344564	23345581	+	0	1.0	1.0
chr8	144649781	144649846	-	0	0.714285714286	0.6
chr4	128870959	128871002	-	0	0.989690721649	0.991379310345
chr16	29974428	29974629	+	0	0.388625592417	1.0
chr2	99938418	99938672	-	0	1.0	1.0
chr2	73476947	73477044	+	0	1.0	1.0
chr7	99708762	99708944	-	0	1.0	1.0
chr2	203748332	203748464	-	0	1.0	1.0
chr11	63992015	63992189	-	0	1.0	0.996108949416
chr1	161137785	161137917	+	0	0.809523809524	0.724137931034
chr3	155545971	155546166	-	0	1.0	1.0
chr7	102944858	102944937	+	0	0.996268656716	0.997237569061
chr3	130799267	130799432	+	0	1.0	1.0
chr20	37617436	37617560	+	0	0.244444444444	1.0
chr12	121448907	121448949	-	0	1.0	1.0
chr20	3305539	3305615	-	0	0.973333333333	0.97619047619
chr12	100606034	100606132	+	0	1.0	1.0
chr14	35480715	35480865	+	0	1.0	1.0
chrX	53573665	53573786	-	0	1.0	1.0
chr17	74017948	74018109	-	0	1.0	1.0
chr3	9482140	9482382	+	0	1.0	1.0
chr6	33644792	33644866	+	0	1.0	1.0
chr5	133473750	133473855	+	0	1.0	1.0
chr6	34791034	34791125	+	0	1.0	1.0
chr4	48833244	48833266	+	0	0.333333333333	0.94472361809
chr17	1795127	1795234	+	0	1.0	1.0
chr1	154143125	154143187	-	0	0.996575342466	0.998666666667
chr11	61124002	61124200	-	0	1.0	1.0
chr3	52738740	52738968	-	0	0.263888888889	0.351351351351
chr6	160857812	160857909	+	0	0.674418604651	0.784615384615
chr13	95230259	95230424	-	0	1.0	1.0
chr17	79649064	79650156	-	0	0.869565217391	1.0
chr3	195687171	195687294	-	0	0.0232558139535	0.333333333333
chr12	1036311	1036429	-	0	1.0	1.0
chr2	38156405	38156872	+	0	1.0	1.0
chr12	105443686	105444485	-	0	0.0769230769231	1.0
chr12	56748562	56748647	-	0	1.0	1.0
chr9	79968325	79968557	+	0	1.0	1.0
chr2	27355985	27356205	-	0	0.998181818182	0.999080036799
chr13	73539412	73539542	+	0	1.0	1.0
chr4	76722232	76722353	+	0	1.0	1.0
chrX	128710294	128710529	+	0	1.0	1.0
chr4	146770474	146770713	-	0	1.0	1.0
chr1	245020900	245021019	-	0	1.0	1.0
chr3	194390738	194390864	-	0	1.0	1.0
chrX	153205555	153205686	-	0	1.0	1.0
chr12	101711256	101711441	+	0	1.0	1.0
chr5	172513504	172513629	+	0	1.0	1.0
chr17	74053484	74053624	-	0	1.0	1.0
chr17	80438958	80439094	+	0	1.0	0.00738916256158
chr12	93789265	93789309	+	0	0.984375	0.983425414365
chr20	32686304	32686439	-	0	1.0	1.0
chr21	47716076	47716144	+	0	1.0	1.0
chr2	32891702	32891835	+	0	1.0	1.0
chr22	39135727	39135948	-	0	0.996108949416	0.99915682968
chr16	53485615	53485743	+	0	1.0	1.0
chr15	42127168	42127421	+	0	1.0	1.0
chr10	94759007	94759144	+	0	0.0454545454545	0.015625
chr15	48450372	48450421	-	0	1.0	1.0
chr13	53010425	53010539	-	0	1.0	1.0
chr5	70779669	70779723	+	0	1.0	1.0
chr16	24572933	24573036	+	0	1.0	1.0
chr1	75684175	75684437	-	0	1.0	1.0
chr11	65632586	65632616	+	0	0.0810810810811	1.0
chr5	41912171	41912285	+	0	0.958333333333	0.97619047619
chr15	49610308	49610389	+	0	0.021978021978	0.021978021978
chr12	30953468	30953535	+	0	1.0	1.0
chr14	88859737	88859832	+	0	0.56	0.421052631579
chr17	61833829	61833930	-	0	1.0	1.0
chr7	101842082	101842147	+	0	0.118644067797	0.147540983607
chr19	11447848	11448136	-	0	1.0	1.0
chr15	43831668	43831781	-	0	1.0	1.0
chr10	33471626	33471676	-	0	1.0	1.0
chr6	3140620	3140743	+	0	0.994444444444	0.997206703911
chr11	47809734	47809857	-	0	1.0	1.0
chr17	16344388	16344444	+	0	0.944412716543	0.933409350057
chr3	47147487	47147610	-	0	0.914285714286	0.925
chr7	30624327	30624424	-	0	0.102564102564	0.0540540540541
chr17	43011601	43011798	-	0	1.0	1.0
chr11	77060284	77060332	-	0	1.0	1.0
chr19	44732599	44732786	+	0	0.958333333333	0.0909090909091
chr17	80398349	80398489	+	0	0.177304964539	0.40206185567
chr22	46088876	46088958	+	0	0.9918200409	0.99124726477
chr6	143793297	143793465	+	0	0.946902654867	0.939393939394
chr5	37244477	37244709	-	0	1.0	1.0
chr17	25934940	25935036	+	0	1.0	1.0
chr16	28919930	28920085	-	0	0.978260869565	0.944444444444
chr16	30569054	30569167	-	0	1.0	1.0
chr8	30921805	30921950	+	0	1.0	1.0
chr17	73945576	73945681	-	0	1.0	1.0
chr1	63974199	63974241	-	0	1.0	1.0
chr13	115028354	115028489	+	0	1.0	1.0
chr15	63948287	63948557	-	0	1.0	1.0
chr16	169125	169254	-	0	0.945945945946	0.958333333333
chr17	30498062	30498120	+	0	0.923076923077	0.972972972973
chr7	138978635	138978727	+	0	1.0	1.0
chr7	105551463	105551687	+	0	1.0	1.0
chr9	101544749	101544855	-	0	0.95652173913	0.923076923077
chr1	204513663	204513812	+	0	1.0	1.0
chrX	100871662	100871756	-	0	1.0	1.0
chr7	55268009	55268106	+	0	1.0	1.0
chr14	24587597	24587743	+	0	1.0	1.0
chr2	68794473	68794519	+	0	1.0	1.0
chr3	112277223	112277264	-	0	1.0	1.0
chr15	28863365	28863524	+	0	1.0	1.0
chr19	18685680	18685782	+	0	1.0	1.0
chr10	1089241	1089333	-	0	1.0	1.0
chr6	109763177	109763270	+	0	1.0	1.0
chr6	30885472	30885583	+	0	1.0	1.0
chr7	105205977	105206095	+	0	1.0	1.0
chr5	32588618	32588690	+	0	1.0	1.0
chr18	10801388	10801426	-	0	0.916666666667	0.739130434783
chr19	10480433	10480553	-	0	0.0491803278689	0.0333333333333
chr2	38231134	38231187	+	0	1.0	1.0
chr6	90042805	90042924	-	0	0.994520547945	0.996146435453
chr9	100418293	100418367	+	0	1.0	1.0
chr1	24981346	24981620	+	0	1.0	0.741071428571
chr1	180023550	180023637	+	0	1.0	1.0
chr4	186339595	186339661	-	0	1.0	1.0
chr19	19766125	19766262	-	0	1.0	1.0
chr20	33501556	33501628	+	0	0.947368421053	0.938053097345
chr17	17122333	17122368	-	0	0.0754716981132	1.0
chr7	107214149	107214328	+	0	1.0	0.107142857143
chr14	77896024	77896110	-	0	1.0	1.0
chr22	21350035	21350161	+	0	0.989361702128	1.0
chr17	57812699	57812834	+	0	0.992063492063	0.997493734336
chr9	111714489	111714643	-	0	1.0	1.0
chr8	109489011	109489121	+	0	1.0	1.0
chr15	34677249	34677358	-	0	1.0	1.0
chr2	9633027	9633115	-	0	1.0	1.0
chr9	140248791	140248829	-	0	1.0	1.0
chr3	98526925	98527018	-	0	1.0	1.0
chr9	13193166	13193312	-	0	1.0	1.0
chr22	50898701	50898837	-	0	1.0	1.0
chr17	42398426	42398599	-	0	0.996627318718	0.99801980198
chr17	8457273	8457336	-	0	1.0	1.0
chr4	870318	870397	-	0	1.0	1.0
chr10	96259978	96260084	+	0	1.0	1.0
chr16	78198080	78198186	+	0	1.0	1.0
chr3	47448193	47448240	+	0	1.0	1.0
chr2	218766433	218766546	-	0	0.0357142857143	0.771186440678
chr2	179323920	179323996	+	0	0.181818181818	0.1
chr14	38310650	38310875	+	0	1.0	1.0
chr3	52282351	52282469	+	0	1.0	1.0
chr1	12328763	12328933	+	0	1.0	1.0
chr7	36465311	36465349	+	0	1.0	1.0
chr3	45000619	45000952	-	0	1.0	0.0540540540541
chr4	166235178	166235318	+	0	1.0	1.0
chr15	78582293	78582441	-	0	0.997361477573	0.996402877698
chr21	45522659	45522853	+	0	1.0	1.0
chr6	74190720	74190839	+	0	0.012	0.114173228346
chr2	27258003	27258153	+	0	1.0	1.0
chr13	52364147	52364228	-	0	1.0	1.0
chr14	23817370	23817515	-	0	1.0	1.0
chr9	141070053	141070353	+	0	1.0	0.5
chr4	995770	995949	+	0	1.0	1.0
chr6	30548183	30548296	+	0	1.0	1.0
chr2	27535082	27535114	-	1	0.984978540773	0.988095238095
chr4	107173023	107173164	-	0	1.0	1.0
chr17	18183850	18183972	-	0	0.974683544304	0.978021978022
chr11	118235755	118235916	+	0	1.0	1.0
chr12	108931264	108931371	-	0	1.0	1.0
chr6	29910534	29910803	+	0	0.23231542327	0.630374092686
chr5	52322578	52322698	+	0	1.0	1.0
chr21	47571806	47571919	-	1	0.0808823529412	1.0
chr9	156481	156527	-	0	1.0	1.0
chr11	116701209	116701353	+	2	0.000909090909091	0.884210526316
chr14	81025623	81025646	-	0	1.0	1.0
chr9	71831255	71831379	+	0	1.0	1.0
chr4	48504845	48504862	-	0	0.0263157894737	0.0263157894737
chr18	55240478	55240597	-	0	1.0	1.0
chr16	70517756	70517872	-	0	1.0	1.0
chr20	39706222	39706277	+	0	1.0	1.0
chr2	37297373	37297530	-	0	1.0	1.0
chr12	42768665	42768876	+	0	0.977272727273	0.989010989011
chr16	14307402	14307477	+	0	1.0	1.0
chr16	2611481	2611523	+	0	1.0	1.0
chr20	33533756	33533901	-	0	1.0	1.0
chr5	16458626	16458738	-	0	1.0	1.0
chr7	95799357	95799437	-	0	1.0	1.0
chr7	102962958	102963079	-	0	1.0	1.0
chr6	52935855	52935941	+	0	0.994011976048	0.995260663507
chr1	16894474	16894525	-	0	1.0	1.0
chr10	80921810	80921890	+	0	1.0	1.0
chr3	52130585	52130728	-	0	0.703703703704	0.714285714286
chr12	123815789	123815922	-	0	1.0	1.0
chr11	70181669	70181800	+	0	1.0	1.0
chr14	35579025	35579107	-	0	0.2	0.942028985507
chr9	36249189	36249394	-	0	1.0	1.0
chr2	183831944	183832089	-	0	0.985221674877	0.991150442478
chr3	195802030	195802231	-	0	1.0	1.0
chr19	50510826	50511083	-	0	1.0	1.0
chr10	121595052	121595216	-	0	0.954337899543	0.958158995816
chr8	9579908	9580010	+	0	0.00746268656716	0.00746268656716
chr17	75186885	75187034	+	0	1.0	1.0
chr11	85734459	85734584	-	0	0.0045871559633	0.0045871559633
chr12	109999048	109999134	-	0	0.273542600897	0.25
chr6	111714079	111714175	-	0	1.0	1.0
chr19	11474389	11474495	+	0	1.0	0.733333333333
chr16	67997340	67997462	-	0	0.960526315789	0.0210526315789
chr7	65915058	65915223	-	0	1.0	1.0
chr11	2940537	2940637	+	0	1.0	1.0
chr9	36657238	36657360	+	0	0.960526315789	0.952380952381
chr6	31848450	31848625	-	0	1.0	1.0
chr12	27571021	27571129	+	0	1.0	1.0
chr1	65613961	65614235	+	1	0.666666666667	0.936507936508
chr2	24531486	24531625	-	0	0.986842105263	0.983333333333
chr3	4685820	4685918	+	0	1.0	1.0
chr3	49739767	49739838	+	0	1.0	1.0
chr8	28645346	28645406	-	0	1.0	1.0
chr20	34219867	34219947	-	0	1.0	1.0
chr2	55816015	55816092	-	0	1.0	1.0
chr9	75533636	75533738	-	0	1.0	1.0
chr6	119282926	119283128	-	0	1.0	0.958333333333
chr13	31850839	31850908	+	0	1.0	1.0
chr3	172055120	172055191	+	0	1.0	1.0
chr1	16958770	16958866	-	0	1.0	1.0
chr1	227920582	227920728	-	0	1.0	0.943089430894
chr11	57471774	57471868	-	0	0.958333333333	1.0
chr6	35425333	35425377	+	0	1.0	1.0
chr3	128624964	128625092	+	0	1.0	1.0
chr19	39911715	39911753	+	0	1.0	1.0
chrX	53965595	53965679	-	0	1.0	1.0
chr4	16215391	16215521	-	0	0.533333333333	0.829268292683
chr10	62634712	62634800	-	0	1.0	1.0
chr3	39453387	39453552	+	0	1.0	1.0
chr16	4730033	4730098	+	0	0.416666666667	0.125
chr10	112362942	112363048	+	0	1.0	1.0
chr9	135798735	135798879	-	0	1.0	1.0
chr1	153906611	153906778	-	0	1.0	1.0
chr9	139726173	139726313	+	0	1.0	1.0
chr12	16510539	16510633	+	0	0.984871406959	0.987357774968
chr12	56558087	56558515	-	0	1.0	0.928571428571
chr7	1615423	1615524	+	0	1.0	1.0
chr2	20840733	20840940	-	0	0.971590909091	0.940476190476
chr1	110171731	110171857	+	0	1.0	1.0
chr2	54028850	54028979	+	0	1.0	1.0
chr1	35827220	35827390	+	0	0.863636363636	0.923076923077
chr9	140459345	140459410	-	0	0.977272727273	0.982035928144
chr4	25315668	25315786	+	0	1.0	1.0
chr1	117957335	117957453	+	0	1.0	1.0
chr18	6213148	6213258	-	0	1.0	1.0
chr3	42661156	42661200	+	0	1.0	1.0
chr20	35788500	35788579	-	0	1.0	1.0
chr7	65592691	65592727	+	0	0.871428571429	0.9296875
chr19	6735551	6735715	-	0	1.0	0.0288065843621
chr5	41803171	41803265	-	0	1.0	1.0
chr3	148875137	148875318	+	0	1.0	1.0
chr19	50918981	50919083	+	0	0.931034482759	0.888888888889
chr16	67166349	67166428	+	0	0.988995873453	0.987635239567
chr10	105752742	105752891	+	0	1.0	1.0
chr1	54431969	54432053	+	0	1.0	1.0
chr10	99504486	99504672	+	0	0.991869918699	0.986842105263
chr16	23480207	23480317	-	0	1.0	1.0
chr17	30688487	30688534	+	2	0.978873239437	0.977142857143
chr7	23552513	23552701	-	0	1.0	1.0
chr9	35808752	35808850	+	0	1.0	1.0
chr4	146095813	146095896	-	0	1.0	1.0
chr1	67428771	67428843	+	0	1.0	1.0
chr11	70277297	70277386	+	0	1.0	1.0
chr14	23523350	23523537	-	0	1.0	1.0
chr18	48434433	48434566	+	0	1.0	1.0
chr17	27948242	27948502	-	0	1.0	1.0
chr9	100431875	100431988	+	0	1.0	1.0
chr12	23757321	23757467	-	0	1.0	1.0
chr14	24113618	24113704	+	0	1.0	0.0138931769065
chr22	24143131	24143322	+	0	1.0	0.0315151515152
chr17	34870289	34870391	-	0	0.993788819876	0.989247311828
chr12	109203469	109203534	-	0	1.0	1.0
chr1	29585017	29585288	+	0	0.979797979798	0.988950276243
chr17	34871701	34871833	-	0	0.9921875	0.990566037736
chr17	73481952	73482079	+	0	0.991228070175	0.992647058824
chr17	26512205	26512291	+	0	1.0	1.0
chr2	113951169	113951227	+	0	1.0	1.0
chr16	47683011	47683115	+	0	0.994252873563	0.992700729927
chr20	34286403	34286512	-	0	1.0	1.0
chr1	15909688	15909890	-	0	1.0	1.0
chr17	38153583	38153633	+	0	1.0	1.0
chr1	16946340	16946533	-	1	0.0818181818182	0.760095011876
chrX	19971106	19971169	-	0	1.0	1.0
chr17	27280382	27280426	+	0	1.0	1.0
chr18	32870974	32871196	+	0	0.946902654867	0.739130434783
chr16	28846599	28847079	+	0	1.0	1.0
chr19	15990414	15990478	-	0	1.0	1.0
chr19	680274	680489	+	0	0.954545454545	0.978021978022
chr7	90034833	90034926	+	0	1.0	0.127049180328
chr12	54582295	54582380	-	0	0.118181818182	0.0288461538462
chr12	49495033	49495046	-	0	0.328	0.986301369863
